Date,Store,Department,net_sales,Quantity,day_of_week,is_weekend,is_holiday,day_of_month,is_month_start,is_month_end
2021-11-23,ABC,Beverages,300005.609,1202.0,1,0,0,23,0,0
2021-11-23,ABC,Grocery,439004.82804,2105.91,1,0,0,23,0,0
2021-11-23,ABC,Household,207607.93304,812.0,1,0,0,23,0,0
2021-11-23,XYZ,Beverages,217515.70898,834.0,1,0,0,23,0,0
2021-11-23,XYZ,Grocery,503178.39703,2830.034,1,0,0,23,0,0
2021-11-23,XYZ,Household,209222.15802,915.0,1,0,0,23,0,0
2021-11-24,ABC,Beverages,347726.53002,1062.0,2,0,0,24,0,0
2021-11-24,ABC,Grocery,399369.82997,2093.942,2,0,0,24,0,0
2021-11-24,ABC,Household,248373.86402,862.0,2,0,0,24,0,0
2021-11-24,XYZ,Beverages,192973.50502,663.0,2,0,0,24,0,0
2021-11-24,XYZ,Grocery,509016.778996,2991.714,2,0,0,24,0,0
2021-11-24,XYZ,Household,190039.6,733.0,2,0,0,24,0,0
2021-11-25,ABC,Beverages,400375.23499,1302.0,3,0,0,25,0,0
2021-11-25,ABC,Grocery,651393.623915,3301.456,3,0,0,25,0,0
2021-11-25,ABC,Household,297827.26097,1162.0,3,0,0,25,0,0
2021-11-25,XYZ,Beverages,274148.717,1014.0,3,0,0,25,0,0
2021-11-25,XYZ,Grocery,573458.03298,3250.023,3,0,0,25,0,0
2021-11-25,XYZ,Household,282947.227,1183.0,3,0,0,25,0,0
2021-11-26,ABC,Beverages,373327.155,1144.0,4,0,0,26,0,0
2021-11-26,ABC,Grocery,673480.287994,3452.224,4,0,0,26,0,0
2021-11-26,ABC,Household,373965.10707,1235.0,4,0,0,26,0,0
2021-11-26,XYZ,Beverages,276472.46097,1016.0,4,0,0,26,0,0
2021-11-26,XYZ,Grocery,570560.98599,3201.59,4,0,0,26,0,0
2021-11-26,XYZ,Household,250931.105,1060.0,4,0,0,26,0,0
2021-11-27,ABC,Beverages,340953.14006,1267.0,5,1,0,27,0,0
2021-11-27,ABC,Grocery,614443.080988,3081.398,5,1,0,27,0,0
2021-11-27,ABC,Household,291499.76117,1141.0,5,1,0,27,0,0
2021-11-27,XYZ,Beverages,368467.598996,1263.0,5,1,0,27,0,0
2021-11-27,XYZ,Grocery,678140.963754,3883.659,5,1,0,27,0,0
2021-11-27,XYZ,Household,314193.697,1347.0,5,1,0,27,0,0
2021-11-28,ABC,Beverages,334571.4461,1179.0,6,1,0,28,0,0
2021-11-28,ABC,Grocery,648529.466092,3174.37,6,1,0,28,0,0
2021-11-28,ABC,Household,312479.76606,1256.0,6,1,0,28,0,0
2021-11-28,XYZ,Beverages,366704.06,1247.0,6,1,0,28,0,0
2021-11-28,XYZ,Grocery,812758.257983,4362.629,6,1,0,28,0,0
2021-11-28,XYZ,Household,333419.472,1445.0,6,1,0,28,0,0
2021-11-29,ABC,Beverages,274968.424,902.0,0,0,0,29,0,0
2021-11-29,ABC,Grocery,495740.129054,2557.853,0,0,0,29,0,0
2021-11-29,ABC,Household,260525.07303,1066.0,0,0,0,29,0,0
2021-11-29,XYZ,Beverages,267957.417,968.0,0,0,0,29,0,0
2021-11-29,XYZ,Grocery,546608.316016,3128.67,0,0,0,29,0,0
2021-11-29,XYZ,Household,235509.804035,967.0,0,0,0,29,0,0
2021-11-30,ABC,Beverages,295979.148,1121.0,1,0,0,30,0,1
2021-11-30,ABC,Grocery,530571.926,2610.866,1,0,0,30,0,1
2021-11-30,ABC,Household,274757.217,1002.0,1,0,0,30,0,1
2021-11-30,XYZ,Beverages,268409.853,1032.0,1,0,0,30,0,1
2021-11-30,XYZ,Grocery,672377.972028,3611.741,1,0,0,30,0,1
2021-11-30,XYZ,Household,264261.555,1087.0,1,0,0,30,0,1
2021-12-01,ABC,Beverages,266177.58402,1015.0,2,0,0,1,1,0
2021-12-01,ABC,Grocery,539465.524988,2893.41,2,0,0,1,1,0
2021-12-01,ABC,Household,330971.126066,1195.0,2,0,0,1,1,0
2021-12-01,XYZ,Beverages,247261.28196,1056.0,2,0,0,1,1,0
2021-12-01,XYZ,Grocery,597663.443906,3262.585,2,0,0,1,1,0
2021-12-01,XYZ,Household,280659.69101,1170.0,2,0,0,1,1,0
2021-12-02,ABC,Beverages,377534.327,1308.0,3,0,0,2,0,0
2021-12-02,ABC,Grocery,525587.86102,2631.074,3,0,0,2,0,0
2021-12-02,ABC,Household,310415.876,1236.0,3,0,0,2,0,0
2021-12-02,XYZ,Beverages,217649.746,1071.0,3,0,0,2,0,0
2021-12-02,XYZ,Grocery,619548.981,3223.01,3,0,0,2,0,0
2021-12-02,XYZ,Household,285027.261,1039.0,3,0,0,2,0,0
2021-12-03,ABC,Beverages,457478.41401,1577.0,4,0,0,3,0,0
2021-12-03,ABC,Grocery,518151.16701,2679.058,4,0,0,3,0,0
2021-12-03,ABC,Household,287172.73799,1127.0,4,0,0,3,0,0
2021-12-03,XYZ,Beverages,337323.404,1409.0,4,0,0,3,0,0
2021-12-03,XYZ,Grocery,632564.85198,3628.201,4,0,0,3,0,0
2021-12-03,XYZ,Household,309499.83301,1288.0,4,0,0,3,0,0
2021-12-04,ABC,Beverages,319839.57102,1143.0,5,1,0,4,0,0
2021-12-04,ABC,Grocery,546361.472998,2714.324,5,1,0,4,0,0
2021-12-04,ABC,Household,310744.715066,1170.0,5,1,0,4,0,0
2021-12-04,XYZ,Beverages,361320.264,1364.0,5,1,0,4,0,0
2021-12-04,XYZ,Grocery,701695.809988,3914.738,5,1,0,4,0,0
2021-12-04,XYZ,Household,304631.77301,1275.0,5,1,0,4,0,0
2021-12-05,ABC,Beverages,332207.132,1111.0,6,1,0,5,0,0
2021-12-05,ABC,Grocery,535520.37402,2588.766,6,1,0,5,0,0
2021-12-05,ABC,Household,320398.30298,1232.0,6,1,0,5,0,0
2021-12-05,XYZ,Beverages,317474.915,1138.0,6,1,0,5,0,0
2021-12-05,XYZ,Grocery,763186.038985,4131.75,6,1,0,5,0,0
2021-12-05,XYZ,Household,371701.672022,1466.0,6,1,0,5,0,0
2021-12-06,ABC,Beverages,236848.848988,1019.0,0,0,0,6,0,0
2021-12-06,ABC,Grocery,429775.313978,2178.012,0,0,0,6,0,0
2021-12-06,ABC,Household,258222.938978,1079.0,0,0,0,6,0,0
2021-12-06,XYZ,Beverages,172993.173,827.0,0,0,0,6,0,0
2021-12-06,XYZ,Grocery,513100.836005,2828.311,0,0,0,6,0,0
2021-12-06,XYZ,Household,258674.056986,1025.0,0,0,0,6,0,0
2021-12-07,ABC,Beverages,196671.376,1135.0,1,0,0,7,0,0
2021-12-07,ABC,Grocery,371493.671,1906.29,1,0,0,7,0,0
2021-12-07,ABC,Household,197708.779,824.0,1,0,0,7,0,0
2021-12-07,XYZ,Beverages,199525.545,875.0,1,0,0,7,0,0
2021-12-07,XYZ,Grocery,479451.78402,2704.628,1,0,0,7,0,0
2021-12-07,XYZ,Household,191597.15901,881.0,1,0,0,7,0,0
2021-12-08,ABC,Beverages,337323.11,1026.0,2,0,0,8,0,0
2021-12-08,ABC,Grocery,500976.425,2357.361,2,0,0,8,0,0
2021-12-08,ABC,Household,253374.0,981.0,2,0,0,8,0,0
2021-12-08,XYZ,Beverages,267251.43,1102.0,2,0,0,8,0,0
2021-12-08,XYZ,Grocery,514849.202016,2846.032,2,0,0,8,0,0
2021-12-08,XYZ,Household,214259.32401,848.0,2,0,0,8,0,0
2021-12-09,ABC,Beverages,313175.426,1310.0,3,0,0,9,0,0
2021-12-09,ABC,Grocery,493643.69302,2315.716,3,0,0,9,0,0
2021-12-09,ABC,Household,252415.84599,1006.0,3,0,0,9,0,0
2021-12-09,XYZ,Beverages,255970.70102,1104.0,3,0,0,9,0,0
2021-12-09,XYZ,Grocery,588795.674994,3219.296,3,0,0,9,0,0
2021-12-09,XYZ,Household,250085.121,1050.0,3,0,0,9,0,0
2021-12-10,ABC,Beverages,384773.18,1517.0,4,0,0,10,0,0
2021-12-10,ABC,Grocery,491920.06,2564.629,4,0,0,10,0,0
2021-12-10,ABC,Household,304055.02,1155.0,4,0,0,10,0,0
2021-12-10,XYZ,Beverages,390335.58,1225.0,4,0,0,10,0,0
2021-12-10,XYZ,Grocery,553625.218,3042.477,4,0,0,10,0,0
2021-12-10,XYZ,Household,251173.999,998.0,4,0,0,10,0,0
2021-12-11,ABC,Beverages,345468.227003,1289.0,5,1,0,11,0,0
2021-12-11,ABC,Grocery,807206.269,3041.035,5,1,0,11,0,0
2021-12-11,ABC,Household,372201.71199,1409.0,5,1,0,11,0,0
2021-12-11,XYZ,Beverages,305415.09,1246.0,5,1,0,11,0,0
2021-12-11,XYZ,Grocery,691048.76,3661.503,5,1,0,11,0,0
2021-12-11,XYZ,Household,282554.0,1214.0,5,1,0,11,0,0
2021-12-12,ABC,Beverages,214066.0,1040.0,6,1,0,12,0,0
2021-12-12,ABC,Grocery,527598.635,2599.476,6,1,0,12,0,0
2021-12-12,ABC,Household,295090.203,1157.0,6,1,0,12,0,0
2021-12-12,XYZ,Beverages,262314.06098,1155.0,6,1,0,12,0,0
2021-12-12,XYZ,Grocery,701132.960976,3849.976,6,1,0,12,0,0
2021-12-12,XYZ,Household,342194.02698,1409.0,6,1,0,12,0,0
2021-12-13,ABC,Beverages,213907.015,919.0,0,0,0,13,0,0
2021-12-13,ABC,Grocery,509005.021,2539.438,0,0,0,13,0,0
2021-12-13,ABC,Household,232708.77201,882.0,0,0,0,13,0,0
2021-12-13,XYZ,Beverages,187263.05,864.0,0,0,0,13,0,0
2021-12-13,XYZ,Grocery,558763.52399,2993.164,0,0,0,13,0,0
2021-12-13,XYZ,Household,254218.166,1164.0,0,0,0,13,0,0
2021-12-14,ABC,Beverages,408990.341,1446.0,1,0,0,14,0,0
2021-12-14,ABC,Grocery,500161.409994,2404.473,1,0,0,14,0,0
2021-12-14,ABC,Household,271592.818,1119.0,1,0,0,14,0,0
2021-12-14,XYZ,Beverages,270562.897,944.0,1,0,0,14,0,0
2021-12-14,XYZ,Grocery,660567.39799,3838.672,1,0,0,14,0,0
2021-12-14,XYZ,Household,234211.38203,1007.0,1,0,0,14,0,0
2021-12-15,ABC,Beverages,257779.894004,998.0,2,0,0,15,0,0
2021-12-15,ABC,Grocery,476119.36001,2272.71,2,0,0,15,0,0
2021-12-15,ABC,Household,224580.673,806.0,2,0,0,15,0,0
2021-12-15,XYZ,Beverages,250358.182,984.0,2,0,0,15,0,0
2021-12-15,XYZ,Grocery,524018.208016,2996.919,2,0,0,15,0,0
2021-12-15,XYZ,Household,227572.74,909.0,2,0,0,15,0,0
2021-12-16,ABC,Beverages,532931.43602,1748.0,3,0,0,16,0,0
2021-12-16,ABC,Grocery,949651.4801,4088.51,3,0,0,16,0,0
2021-12-16,ABC,Household,257578.202,943.0,3,0,0,16,0,0
2021-12-16,XYZ,Beverages,230770.125,996.0,3,0,0,16,0,0
2021-12-16,XYZ,Grocery,577046.42401,3205.697,3,0,0,16,0,0
2021-12-16,XYZ,Household,245538.041,971.0,3,0,0,16,0,0
2021-12-17,ABC,Beverages,352043.512,1150.0,4,0,0,17,0,0
2021-12-17,ABC,Grocery,538676.269003,2327.104,4,0,0,17,0,0
2021-12-17,ABC,Household,276665.059005,1041.0,4,0,0,17,0,0
2021-12-17,XYZ,Beverages,259586.661,1021.0,4,0,0,17,0,0
2021-12-17,XYZ,Grocery,633639.818,3438.821,4,0,0,17,0,0
2021-12-17,XYZ,Household,233766.087,952.0,4,0,0,17,0,0
2021-12-18,ABC,Beverages,378060.71303,1300.0,5,1,0,18,0,0
2021-12-18,ABC,Grocery,547156.85496,2605.076,5,1,0,18,0,0
2021-12-18,ABC,Household,276014.3259,1030.0,5,1,0,18,0,0
2021-12-18,XYZ,Beverages,229051.291,980.0,5,1,0,18,0,0
2021-12-18,XYZ,Grocery,742581.80804,3921.222,5,1,0,18,0,0
2021-12-18,XYZ,Household,309006.2,1280.0,5,1,0,18,0,0
2021-12-19,ABC,Beverages,273782.13802,991.0,6,1,1,19,0,0
2021-12-19,ABC,Grocery,562719.568002,2660.286,6,1,1,19,0,0
2021-12-19,ABC,Household,245294.21399,974.0,6,1,1,19,0,0
2021-12-19,XYZ,Beverages,450362.711,1462.0,6,1,1,19,0,0
2021-12-19,XYZ,Grocery,719254.51317,3993.65,6,1,1,19,0,0
2021-12-19,XYZ,Household,330373.3601,1372.0,6,1,1,19,0,0
2021-12-20,ABC,Beverages,392869.06193,1304.0,0,0,0,20,0,0
2021-12-20,ABC,Grocery,576160.0311,2611.897,0,0,0,20,0,0
2021-12-20,ABC,Household,299405.96701,1219.0,0,0,0,20,0,0
2021-12-20,XYZ,Beverages,191662.06,888.0,0,0,0,20,0,0
2021-12-20,XYZ,Grocery,541632.32898,2863.373,0,0,0,20,0,0
2021-12-20,XYZ,Household,239941.585,1001.0,0,0,0,20,0,0
2021-12-21,ABC,Beverages,250002.63698,1065.0,1,0,0,21,0,0
2021-12-21,ABC,Grocery,561946.602,2690.96,1,0,0,21,0,0
2021-12-21,ABC,Household,297162.10397,1075.0,1,0,0,21,0,0
2021-12-21,XYZ,Beverages,200676.14,845.0,1,0,0,21,0,0
2021-12-21,XYZ,Grocery,553325.022,2962.19,1,0,0,21,0,0
2021-12-21,XYZ,Household,227971.02,987.0,1,0,0,21,0,0
2021-12-22,ABC,Beverages,459972.75003,1525.0,2,0,0,22,0,0
2021-12-22,ABC,Grocery,629791.24399,2809.733,2,0,0,22,0,0
2021-12-22,ABC,Household,390761.94799,1316.0,2,0,0,22,0,0
2021-12-22,XYZ,Beverages,262072.89,998.0,2,0,0,22,0,0
2021-12-22,XYZ,Grocery,626451.14005,3367.016,2,0,0,22,0,0
2021-12-22,XYZ,Household,236027.24912,1035.0,2,0,0,22,0,0
2021-12-23,ABC,Beverages,337934.049,1553.0,3,0,0,23,0,0
2021-12-23,ABC,Grocery,672210.341,3126.112,3,0,0,23,0,0
2021-12-23,ABC,Household,386530.713,1380.0,3,0,0,23,0,0
2021-12-23,XYZ,Beverages,233120.98799,979.0,3,0,0,23,0,0
2021-12-23,XYZ,Grocery,685789.478036,3613.418,3,0,0,23,0,0
2021-12-23,XYZ,Household,261375.04096,1104.0,3,0,0,23,0,0
2021-12-24,ABC,Beverages,362440.01202,1340.0,4,0,0,24,0,0
2021-12-24,ABC,Grocery,2035445.463,7787.289,4,0,0,24,0,0
2021-12-24,ABC,Household,375605.32612,1311.0,4,0,0,24,0,0
2021-12-24,XYZ,Beverages,401997.979967,1489.0,4,0,0,24,0,0
2021-12-24,XYZ,Grocery,883682.91085,4525.658,4,0,0,24,0,0
2021-12-24,XYZ,Household,355010.1929,1462.0,4,0,0,24,0,0
2021-12-25,ABC,Beverages,218543.25,936.0,5,1,1,25,0,0
2021-12-25,ABC,Grocery,388933.152,1968.767,5,1,1,25,0,0
2021-12-25,ABC,Household,247041.0,913.0,5,1,1,25,0,0
2021-12-25,XYZ,Beverages,247575.33,1028.0,5,1,1,25,0,0
2021-12-25,XYZ,Grocery,690893.14,3841.522,5,1,1,25,0,0
2021-12-25,XYZ,Household,290445.0,1182.0,5,1,1,25,0,0
2021-12-26,ABC,Beverages,188772.78,778.0,6,1,0,26,0,0
2021-12-26,ABC,Grocery,388387.732,1884.134,6,1,0,26,0,0
2021-12-26,ABC,Household,203717.5,865.0,6,1,0,26,0,0
2021-12-26,XYZ,Beverages,230062.26,998.0,6,1,0,26,0,0
2021-12-26,XYZ,Grocery,633325.412,3534.533,6,1,0,26,0,0
2021-12-26,XYZ,Household,347934.01,1399.0,6,1,0,26,0,0
2021-12-27,ABC,Beverages,201607.0,928.0,0,0,0,27,0,0
2021-12-27,ABC,Grocery,413624.166,2135.612,0,0,0,27,0,0
2021-12-27,ABC,Household,241226.0,909.0,0,0,0,27,0,0
2021-12-27,XYZ,Beverages,234238.29,964.0,0,0,0,27,0,0
2021-12-27,XYZ,Grocery,585043.229,3114.201,0,0,0,27,0,0
2021-12-27,XYZ,Household,260726.23098,1162.0,0,0,0,27,0,0
2021-12-28,ABC,Beverages,221009.61,1031.0,1,0,0,28,0,0
2021-12-28,ABC,Grocery,524658.572,2541.979,1,0,0,28,0,0
2021-12-28,ABC,Household,272058.0,1074.0,1,0,0,28,0,0
2021-12-28,XYZ,Beverages,230322.09398,960.0,1,0,0,28,0,0
2021-12-28,XYZ,Grocery,539183.52,2976.802,1,0,0,28,0,0
2021-12-28,XYZ,Household,230208.0,950.0,1,0,0,28,0,0
2021-12-29,ABC,Beverages,253871.246,1046.0,2,0,0,29,0,0
2021-12-29,ABC,Grocery,699701.469,3166.758,2,0,0,29,0,0
2021-12-29,ABC,Household,259719.0,977.0,2,0,0,29,0,0
2021-12-29,XYZ,Beverages,231117.13,971.0,2,0,0,29,0,0
2021-12-29,XYZ,Grocery,779442.332,4064.3,2,0,0,29,0,0
2021-12-29,XYZ,Household,326213.0,1256.0,2,0,0,29,0,0
2021-12-30,ABC,Beverages,321491.45,1365.0,3,0,0,30,0,0
2021-12-30,ABC,Grocery,657509.354,3125.224,3,0,0,30,0,0
2021-12-30,ABC,Household,333395.0,1245.0,3,0,0,30,0,0
2021-12-30,XYZ,Beverages,260780.22,1095.0,3,0,0,30,0,0
2021-12-30,XYZ,Grocery,819000.984,4390.424,3,0,0,30,0,0
2021-12-30,XYZ,Household,341163.02,1403.0,3,0,0,30,0,0
2021-12-31,ABC,Beverages,486807.8209,1726.0,4,0,0,31,0,1
2021-12-31,ABC,Grocery,1079095.46509,4598.302,4,0,0,31,0,1
2021-12-31,ABC,Household,451894.51199,1606.0,4,0,0,31,0,1
2021-12-31,XYZ,Beverages,405934.713,1761.0,4,0,0,31,0,1
